5c495114d50aa425309f2f60;Clinique d'impots
5c495114d50aa425309f2f61;AGIR (Action LGBTQ with Immigrant and Refugees)
5c495114d50aa425309f2f62;Arc-en-ciel d’afrique
5c495114d50aa425309f2f63;Centre communautaire des gaies et lesbiennes de Montréal
5c495114d50aa425309f2f69;Centre de solidarité lesbienne
5c495114d50aa425309f2f6f;Gai Écoute
5c495114d50aa425309f2f70;GAPVIES
5c495114d50aa425309f2f71;RÉZO
5c495114d50aa425309f2f72;À deux mains
5c495114d50aa425309f2f73;Jeunesse Lambda
5c495114d50aa425309f2f74;Projet 10
5c495114d50aa425309f2f75;Action Santé Travesti(e)s et Transexuel(le)s du Québec (ASTT(e)Q)
5c495114d50aa425309f2f76;ATQ (L’Aide aux transexuelles du Québec)
5c495114d50aa425309f2f77;Centre de lutte contre l’oppression des genres
5c495114d50aa425309f2f7d;Trans Lifeline
5c495114d50aa425309f2f7e;Régie du logement
5c495114d50aa425309f2f84;Département des inspections
5c495114d50aa425309f2f8a;Régie du bâtiment
5c495114d50aa425309f2f90;Société environnementale de Côte-des-Neiges
5c495114d50aa425309f2f91;Allocation logement
5c495114d50aa425309f2f97;Accès Montréal
5c495114d50aa425309f2f9d;Arnold Bennett tenants’ rights hotline and walk-in clinic
5c495114d50aa425309f2fa5;Barreau du Québec
5c495114d50aa425309f2fab;OEIL (Organisation d’éducation et d’information logement)
5c495114d50aa425309f2faf;POPIR (Projet d’organisation populaire d’information et de regroupement)
5c495114d50aa425309f2fb5;Association des locataires de Villeray
5c495114d50aa425309f2fb8;Comité d’action de Parc-Extension
5c495114d50aa425309f2fbc;Comité d’action des citoyen(ne)s de Verdun
5c495114d50aa425309f2fc1;Comité logement Ahuntsic-Cartierville
5c495114d50aa425309f2fc2;Comité logement Lachine/Lasalle
5c495114d50aa425309f2fc6;Comité logement Petite-Patrie
5c495114d50aa425309f2fcb;Comité logement Plateau Mont-Royal
5c495114d50aa425309f2fd0;Comité logement Rosemont
5c495114d50aa425309f2fd6;Comité logement Ville-Marie
5c495114d50aa425309f2fd7;Entraide logement Hochelaga-Maisonneuve
5c495114d50aa425309f2fdc;Infologis de l’Est de l’île de Montréal
5c495114d50aa425309f2fe2;Société d'Amélioration Pointe St-Charles
5c495114d50aa425309f2fe3;Face à Face
5c495114d50aa425309f2fe4;ROMEL
5c495114d50aa425309f2fea;CORPIQ
5c495114d50aa425309f2ff0;Association des Propriétaires du Québec
5c495114d50aa425309f2ff1;OMHM - Office municipal d’habitation de Montréal (HLM) - Low-Cost Housing Office
5c495114d50aa425309f2ff2;Fédération des coopératives d’habitation Intermunicipal du Montréal Métropolitain
5c495114d50aa425309f2ff8;Fédération des locataires de HLM du Québec (FLHLMQ)
5c495114d50aa425309f2ff9;Fédération des OSBL d’habitation de Montréal (FOHM)
5c495114d50aa425309f2ffa;FRAPRU (Front d’action populaire en réaménagement urbain)
5c495114d50aa425309f2ffb;Groupe conseil en développement de l’habitation (Groupe CDH)
5c495114d50aa425309f2ffc;Résidence Caldwell (Pour personnes âgées)
5c495114d50aa425309f2ffd;SHDM (Société d’habitation et de développement de Montréal)
5c495114d50aa425309f3003;SHQ (Société d’habitation du Québec)
5c495114d50aa425309f3004;Association des parents (Joujouthèque, Toy Library)
5c495114d50aa425309f300c;Baobab familial
5c495114d50aa425309f300d;Black Community Resource Centre
5c495114d50aa425309f300e;Centre communautaire de loisir Côte-Des-Neiges
5c495114d50aa425309f3015;Centre communautaire de loisir Côte-Des-Neiges
5c495114d50aa425309f3016;Communauté Sépharade Unifée de Québec
5c495114d50aa425309f3017;Conseil communautaire Côte-Des-Neiges
5c495114d50aa425309f3018;Eco-Quartier
5c495114d50aa425309f301e;Maison des jeunes
5c495114d50aa425309f301f;Mountain Sights Community Centre
5c495114d50aa425309f3020;NDG Community Council
5c495114d50aa425309f3021;Women on the Rise
5c495114d50aa425309f3022;Agence OMETZ
5c495114d50aa425309f3028;YM YWHA
5c495114d50aa425309f3030;Pensions de la sécurité de la vieillesse
5c495114d50aa425309f3036;Pensions de la sécurité de la vieillesse
5c495114d50aa425309f303c;Rétraite Québec  (Quebec Pension Plan)
5c495114d50aa425309f303d;Cummings Jewish Centre For Seniors (Golden Age Association)
5c495114d50aa425309f303e;Centre des aîné(e)s de Côte-Des-Neiges (français seulement)
5c495114d50aa425309f303f;NDG Senior Citizen Council
5c495114d50aa425309f3040;West Island Citizen Advocacy
5c495114d50aa425309f3046;Centre de bénévolat de CDN
5c495114d50aa425309f304c;Entraide Bénévole Métro
5c495114d50aa425309f3052;Centre action bénévolat de Ouest de l’île
5c495114d50aa425309f3053;CLSC René Cassin
5c495114d50aa425309f3061;Ligne de référence pour les aînés
5c495114d50aa425309f305b;Ligne Référence-Aînes
5c495114d50aa425309f3062;SARPAD
5c495114d50aa425309f3068;Canadian Association of World War II Veterans from the Soviet Union
5c495114d50aa425309f3069;Option Consommateurs
5c495114d50aa425309f306a;Popote roulante
5c495114d50aa425309f3071;Alzheimer Society of Montréal
5c495114d50aa425309f3070;Santropol roulant
5c495114d50aa425309f3077;Résidence Caldwell
5c495114d50aa425309f3078;Suicide action Montréal - Widow Support Programme
5c495114d50aa425309f3079;Anciens Combattants Canada
5c495114d50aa425309f307a;Ligne Aide Abus Ainés
5c495114d50aa425309f307b;Clinique Juridique pour aines (55+)
5c495114d50aa425309f307c;Office des Personnes Handicapées du Québec
5c495114d50aa425309f308a;STM: Transport adapté
5c495114d50aa425309f3082;STM ID – Photo art
5c495114d50aa425309f308b;HASI (Home adaptation for seniors independence)
5c495114d50aa425309f308c;Altergo (Accessibilité universeelle en loisir, sport, et culture)
5c495114d50aa425309f3092;Association pour la défense des personnes et de leurs biens sous curatelle publique (ADPPC)
5c495114d50aa425309f3098;Association des Parents et des Handicappées de la Rive-Sud Métropolitaine
5c495114d50aa425309f309e;Association multiethnique pour l’intégration des personnes handicapées
5c495114d50aa425309f309f;Comité régional des associations pour la déficience intellectuelle (CRADI)
5c495114d50aa425309f30a0;Confédération des organismes de personnes handicapées (COPHAN)
5c495114d50aa425309f30a9;West Island Citizen Advocacy
5c495114d50aa425309f30a1;Metropolitan Montréal Independent Living Resource Centre
5c495114d50aa425309f30a7;Regroupement des Aveugles et Amblyopes du Montréal Métropolitain
5c495114d50aa425309f30a8;Maison des femmes sourdes de Montréal
5c495114d50aa425309f30af;Action autonomie (Le collectif pour la défense des droits en santé mentale de Montréal)
5c495114d50aa425309f30b5;AMI Québec
5c495114d50aa425309f30bb;Centre Miriam  (déficience intellectuelle)
5c495114d50aa425309f30c1;Concordia University - The Applied Psychology Centre
5c495114d50aa425309f30c2;Diogène – Programme Intervention et Recherche Psycauses
5c495114d50aa425309f30c3;Maison Multiethnique Myosotis
5c495114d50aa425309f30c9;Projet PAL
5c495114d50aa425309f30cf;TRACOM (Crisis services in Mental Health)
5c495114d50aa425309f30d0;Curateur public
5c495114d50aa425309f30d1;ADPPPC (Association for the Defense of People and Property under Public Curatorship)
5c495114d50aa425309f30d7;Urgence Psychosociale-Justice
5c495114d50aa425309f30d8;Face à Face
5c495114d50aa425309f30d9;Multi-Écoute
5c495114d50aa425309f30da;Suicide action Montréal
5c495114d50aa425309f30db;Tel-Aide
5c495114d50aa425309f30dc;TRACOM
5c495114d50aa425309f30dd;Iris
5c495114d50aa425309f30de;L’Autre Maison
5c495114d50aa425309f30df;Le Transit
5c495114d50aa425309f30e0;Centre de crise - Équipe Mobile Résolution
5c495114d50aa425309f30e1;Montreal West Island Crisis Centre  (Confidentiel
5c495114d50aa425309f30e2;Régie de l’assurance maladie (RAMQ) / Medicare
5c495114d50aa425309f30e8;CLSC Côte-des-Neiges (CSSS de la Montagne)
5c495114d50aa425309f30f0;CLSC René Cassin (CSSS Cavendish) (Côte-Saint-Luc / Hampstead)
5c495114d50aa425309f30f8;CLSC de Benny Farm (CSSS Cavendish) (NDG / MTL Ouest)
5c495114d50aa425309f30fe;CLSC des Faubourgs (CSSS Jeanne Mance)
5c495114d50aa425309f30ff;Protection de la jeunesse (Francophone) - Centre Jeunesse Centre Ville
5c495114d50aa425309f3100;Department of Youth Protection (Batshaw Youth & Family Services)
5c495114d50aa425309f3101;Office des personnes handicapées du Québec
5c495114d50aa425309f3102;CAAP (Centre d'assistance et d'accompagnement aux plaintes
5c495114d50aa425309f3103;CPM (Conseil pour la protection des malades)
5c495114d50aa425309f3109;Centre hospitalier Ste-Mary’s Hospital
5c495114d50aa425309f310a;Centre hospitalier général juif
5c495114d50aa425309f310b;Hope and Cope (Cancer patients)
5c495114d50aa425309f310c;Centre hospitalier juif
5c495114d50aa425309f310d;Centre universitaire de santé de McGill
5c495114d50aa425309f310e;Hôpital de réadaptation Pavillon Lindsay
5c495114d50aa425309f310f;Hôpital Ste-Justine
5c495114d50aa425309f3110;Institut de réadaptation de Montréal Pavillon Gingras
5c495114d50aa425309f3111;Institut universitaire de gériatrie de Montréal
5c495114d50aa425309f3119;Centre d’action bénévole
5c495114d50aa425309f311f;Centre de référence du Grand Montréal
5c495114d50aa425309f3120;Jewish Information and Referral Service
5c495114d50aa425309f3121;Multi-Écoute (Aide à remplir les formulaires, information et référence)
5c495114d50aa425309f3122;Services Québec (Information sur les programmes gouvernementaux)
5c495114d50aa425309f3128;Référence Canada
5c495114d50aa425309f3129;Aide juridique / Legal Aid (Côte-Des-Neiges Office)
5c495114d50aa425309f312f;Legal Aid – Head Office
5c495114d50aa425309f3130;Barreau du Québec
5c495114d50aa425309f3136;Association du jeune barreau de Montreal
5c495114d50aa425309f313d;Commission des droits de la personne
5c495114d50aa425309f3137;Le bureau du Protecteur du citoyen
5c495114d50aa425309f3143;Commission nationale des libérations conditionnelles
5c495114d50aa425309f3144;Curateur public
5c495114d50aa425309f3145;McGill Legal Info Clinic
5c495114d50aa425309f314b;Barreau de Montréal – Referral Service
5c495114d50aa425309f314c;Centre de justice de proximité
5c495114d50aa425309f314d;CELO
5c495114d50aa425309f3154;Clinique juridique de Pointe Saint-Charles et petite Bourgogne
5c495114d50aa425309f314e;Centre des femmes de Montréal - Women’s Centre of Montreal (Femmes seulement)
5c495114d50aa425309f315a;Clinique Juridique pour aines (55+)
5c495114d50aa425309f315b;Clinique juridique – YWCA (Femmes seulement)
5c495114d50aa425309f315c;Concertation Femmes (Femmes seulement)
5c495114d50aa425309f3162;Head and Hands
5c495114d50aa425309f3168;Inform’elle (Information on Family Law)
5c495114d50aa425309f3169;Pères séparés
5c495114d50aa425309f316e;C.R.A.R.R. (Centre for Research Action on Race Relations)
5c495114d50aa425309f316f;Cour des petites créances
5c495115d50aa425309f3175;Cour du Québec - Palais de Justice
5c495115d50aa425309f3177;Cour municipale
5c495115d50aa425309f3176;Registraire des entreprises
5c495115d50aa425309f3178;McGill Court Accompaniment Program (CAP)
5c495115d50aa425309f3179;POLICE – Non-Urgent Call Centre
5c495115d50aa425309f317a;POLICE – Non-Urgent Call Centre
5c495115d50aa425309f317b;POLICE – Non-Urgent Call Centre
5c495115d50aa425309f317c;POLICE – Non-Urgent Call Centre
5c495115d50aa425309f317d;Division des Permis et Inspections CDN/NDG
5c495115d50aa425309f3183;SOS Tickets (contestation tickets)
5c495115d50aa425309f3184;Ville de Montréal: Bureau de réclamation et service de contentieux
5c495115d50aa425309f318a;TANDEM CDN (Prévention du crime
5c495115d50aa425309f318b;Transport 2000
5c495115d50aa425309f318c;CAVAC (Centre d’aide aux victimes actes criminels
5c495115d50aa425309f318d;IVAC (Direction de l’indemnisation des victimes d’actes criminels)
5c495115d50aa425309f3193;Rivo-Résilience
